FIPS,population,county,state,urban
4005,141274,Coconino County,ARIZONA,Urban
4025,228067,Yavapai County,ARIZONA,Urban
4011,9522,Greenlee County,ARIZONA,Rural
4021,432793,Pinal County,ARIZONA,Urban
5099,8351,Nevada County,ARKANSAS,Rural
5037,16824,Cross County,ARKANSAS,Rural
5039,7279,Dallas County,ARKANSAS,Rural
5027,23776,Columbia County,ARKANSAS,Rural
5125,119415,Saline County,ARKANSAS,Urban
5141,16642,Van Buren County,ARKANSAS,Rural
5065,13570,Izard County,ARKANSAS,Rural
5063,37427,Independence County,ARKANSAS,Rural
5083,21668,Logan County,ARKANSAS,Rural
5053,18126,Grant County,ARKANSAS,Urban
5047,17738,Franklin County,ARKANSAS,Urban
5109,10756,Pike County,ARKANSAS,Rural
5069,69282,Jefferson County,ARKANSAS,Urban
5097,8950,Montgomery County,ARKANSAS,Rural
5127,10376,Scott County,ARKANSAS,Rural
5131,127591,Sebastian County,ARKANSAS,Urban
5033,62739,Crawford County,ARKANSAS,Urban
5017,10615,Chicot County,ARKANSAS,Rural
5071,26372,Johnson County,ARKANSAS,Rural
5077,9194,Lee County,ARKANSAS,Rural
19125,33172,Marion County,IOWA,Rural
19183,22100,Washington County,IOWA,Urban
19197,12739,Wright County,IOWA,Rural
19029,13091,Cass County,IOWA,Rural
19035,11343,Cherokee County,IOWA,Rural
19047,17034,Crawford County,IOWA,Rural
19057,39386,Des Moines County,IOWA,Rural
19065,19803,Fayette County,IOWA,Rural
19085,14089,Harrison County,IOWA,Urban
19109,14978,Kossuth County,IOWA,Rural
19129,15034,Mills County,IOWA,Urban
19133,8730,Monona County,IOWA,Rural
19139,42889,Muscatine County,IOWA,Rural
19143,6052,Osceola County,IOWA,Rural
19153,479612,Polk County,IOWA,Urban
19187,36545,Webster County,IOWA,Rural
19169,96941,Story County,IOWA,Urban
19193,102586,Woodbury County,IOWA,Urban
19013,132393,Black Hawk County,IOWA,Urban
19075,12299,Grundy County,IOWA,Urban
19105,20559,Jones County,IOWA,Urban
19131,10608,Mitchell County,IOWA,Rural
19137,10053,Montgomery County,IOWA,Rural
19161,9802,Sac County,IOWA,Rural
19149,25068,Plymouth County,IOWA,Rural
19019,21118,Buchanan County,IOWA,Rural
19045,46909,Clinton County,IOWA,Rural
19053,7979,Decatur County,IOWA,Rural
19101,18148,Jefferson County,IOWA,Rural
19005,13813,Allamakee County,IOWA,Rural
19113,223861,Linn County,IOWA,Urban
19049,87099,Dallas County,IOWA,Urban
19141,13835,O'Brien County,IOWA,Rural
20187,2052,Stanton County,KANSAS,Rural
20119,4180,Meade County,KANSAS,Rural
20125,32521,Montgomery County,KANSAS,Rural
20151,9452,Pratt County,KANSAS,Rural
20153,2502,Rawlins County,KANSAS,Rural
20003,7835,Anderson County,KANSAS,Rural
20053,6231,Ellsworth County,KANSAS,Rural
20061,34025,Geary County,KANSAS,Urban
20057,34179,Ford County,KANSAS,Rural
20167,6948,Russell County,KANSAS,Rural
20117,9749,Marshall County,KANSAS,Rural
20001,12556,Allen County,KANSAS,Rural
20023,2665,Cheyenne County,KANSAS,Rural
20035,35351,Cowley County,KANSAS,Rural
20049,2523,Elk County,KANSAS,Rural
20059,25558,Franklin County,KANSAS,Urban
20083,1876,Hodgeman County,KANSAS,Rural
20089,2885,Jewell County,KANSAS,Rural
20159,9658,Rice County,KANSAS,Rural
20185,4181,Stafford County,KANSAS,Rural
20139,15881,Osage County,KANSAS,Urban
20031,8254,Coffey County,KANSAS,Rural
20037,38968,Crawford County,KANSAS,Rural
20073,6081,Greenwood County,KANSAS,Rural
24013,167699,Carroll County,MARYLAND,Urban
24035,49632,Queen Anne's County,MARYLAND,Urban
24037,112290,St. Mary's County,MARYLAND,Rural
24017,159428,Charles County,MARYLAND,Urban
24019,32138,Dorchester County,MARYLAND,Rural
24043,150109,Washington County,MARYLAND,Urban
24045,102539,Wicomico County,MARYLAND,Urban
24015,102552,Cecil County,MARYLAND,Urban
24011,33049,Caroline County,MARYLAND,Rural
25025,796605,Suffolk County,MASSACHUSETTS,Urban
25007,17312,Dukes County,MASSACHUSETTS,Rural
25017,1600842,Middlesex County,MASSACHUSETTS,Urban
25005,561037,Bristol County,MASSACHUSETTS,Urban
25013,467871,Hampden County,MASSACHUSETTS,Urban
25009,783676,Essex County,MASSACHUSETTS,Urban
25011,70577,Franklin County,MASSACHUSETTS,Urban
25027,824772,Worcester County,MASSACHUSETTS,Urban
25015,161032,Hampshire County,MASSACHUSETTS,Urban
26033,37629,Chippewa County,MICHIGAN,Rural
26115,149727,Monroe County,MICHIGAN,Urban
26125,1253185,Oakland County,MICHIGAN,Urban
26059,45757,Hillsdale County,MICHIGAN,Rural
26121,173297,Muskegon County,MICHIGAN,Urban
26089,21652,Leelanau County,MICHIGAN,Rural
26087,88038,Lapeer County,MICHIGAN,Urban
26151,41295,Sanilac County,MICHIGAN,Rural
26083,2111,Keweenaw County,MICHIGAN,Rural
26131,5877,Ontonagon County,MICHIGAN,Rural
26139,286558,Ottawa County,MICHIGAN,Urban
26001,10353,Alcona County,MICHIGAN,Rural
26067,64300,Ionia County,MICHIGAN,Urban
26079,17585,Kalkaska County,MICHIGAN,Rural
26021,154133,Berrien County,MICHIGAN,Urban
26129,20898,Ogemaw County,MICHIGAN,Rural
26165,33256,Wexford County,MICHIGAN,Rural
26039,13892,Crawford County,MICHIGAN,Rural
26043,25439,Dickinson County,MICHIGAN,Rural
26063,31349,Huron County,MICHIGAN,Rural
26065,290587,Ingham County,MICHIGAN,Urban
26105,28954,Mason County,MICHIGAN,Rural
26109,23074,Menominee County,MICHIGAN,Rural
26113,15028,Missaukee County,MICHIGAN,Rural
26149,60836,St. Joseph County,MICHIGAN,Rural
26159,75358,Van Buren County,MICHIGAN,Urban
26011,15070,Arenac County,MICHIGAN,Rural
26015,60540,Barry County,MICHIGAN,Urban
26071,11152,Iron County,MICHIGAN,Rural
26019,17615,Benzie County,MICHIGAN,Rural
26153,8048,Schoolcraft County,MICHIGAN,Rural
26163,1757299,Wayne County,MICHIGAN,Urban
26055,92181,Grand Traverse County,MICHIGAN,Rural
26097,10780,Mackinac County,MICHIGAN,Rural
26049,407875,Genesee County,MICHIGAN,Urban
20099,20119,Labette County,KANSAS,Rural
20173,513375,Sedgwick County,KANSAS,Urban
20157,4658,Republic County,KANSAS,Rural
20065,2519,Graham County,KANSAS,Rural
20045,120290,Douglas County,KANSAS,Urban
20179,2506,Sheridan County,KANSAS,Rural
20069,6039,Gray County,KANSAS,Rural
46121,10195,Todd County,SOUTH DAKOTA,Rural
53039,21721,Klickitat County,WASHINGTON,Rural
53027,72779,Grays Harbor County,WASHINGTON,Rural
53069,4268,Wahkiakum County,WASHINGTON,Rural
53025,95502,Grant County,WASHINGTON,Rural
53061,798808,Snohomish County,WASHINGTON,Urban
54089,12848,Summers County,WEST VIRGINIA,Rural
54025,35155,Greenbrier County,WEST VIRGINIA,Rural
54057,27167,Mineral County,WEST VIRGINIA,Urban
54041,16166,Lewis County,WEST VIRGINIA,Rural
54075,8450,Pocahontas County,WEST VIRGINIA,Rural
54083,28930,Randolph County,WEST VIRGINIA,Rural
54105,5798,Wirt County,WEST VIRGINIA,Urban
54015,8709,Clay County,WEST VIRGINIA,Urban
54061,105474,Monongalia County,WEST VIRGINIA,Urban
54103,15436,Wetzel County,WEST VIRGINIA,Rural
54039,183279,Kanawha County,WEST VIRGINIA,Urban
54077,33683,Preston County,WEST VIRGINIA,Urban
54085,9844,Ritchie County,WEST VIRGINIA,Rural
54043,20850,Lincoln County,WEST VIRGINIA,Urban
54007,14190,Braxton County,WEST VIRGINIA,Rural
54005,22368,Boone County,WEST VIRGINIA,Urban
54109,21281,Wyoming County,WEST VIRGINIA,Rural
55033,44759,Dunn County,WISCONSIN,Rural
55043,51733,Grant County,WISCONSIN,Rural
55117,115178,Sheboygan County,WISCONSIN,Urban
55078,4558,Menominee County,WISCONSIN,Rural
55011,13126,Buffalo County,WISCONSIN,Rural
55063,117894,La Crosse County,WISCONSIN,Urban
55073,135396,Marathon County,WISCONSIN,Urban
55121,29499,Trempealeau County,WISCONSIN,Rural
55027,87715,Dodge County,WISCONSIN,Rural
55125,21751,Vilas County,WISCONSIN,Rural
55071,79185,Manitowoc County,WISCONSIN,Rural
55013,15289,Burnett County,WISCONSIN,Rural
55029,27472,Door County,WISCONSIN,Rural
55039,102597,Fond du Lac County,WISCONSIN,Urban
55091,7265,Pepin County,WISCONSIN,Rural
55103,17459,Richland County,WISCONSIN,Rural
55137,24193,Waushara County,WISCONSIN,Rural
55065,16715,Lafayette County,WISCONSIN,Rural
55093,41977,Pierce County,WISCONSIN,Urban
55015,49928,Calumet County,WISCONSIN,Urban
55059,168524,Kenosha County,WISCONSIN,Urban
56019,8487,Johnson County,WYOMING,Rural
20199,1574,Wallace County,KANSAS,Rural
20017,2637,Chase County,KANSAS,Rural
20189,5603,Stevens County,KANSAS,Rural
20183,3627,Smith County,KANSAS,Rural
20067,7467,Grant County,KANSAS,Rural
26009,23206,Antrim County,MICHIGAN,Rural
26061,36070,Houghton County,MICHIGAN,Rural
26093,189754,Livingston County,MICHIGAN,Urban
26069,25197,Iosco County,MICHIGAN,Rural
26085,11852,Lake County,MICHIGAN,Rural
26101,24457,Manistee County,MICHIGAN,Rural
20085,13266,Jackson County,KANSAS,Urban
20095,7340,Kingman County,KANSAS,Rural
20109,2805,Logan County,KANSAS,Rural
20131,10121,Nemaha County,KANSAS,Rural
20149,23847,Pottawatomie County,KANSAS,Urban
20209,164861,Wyandotte County,KANSAS,Urban
20021,20179,Cherokee County,KANSAS,Rural
20015,66698,Butler County,KANSAS,Urban
20027,8082,Clay County,KANSAS,Rural
20105,3044,Lincoln County,KANSAS,Rural
20169,54701,Saline County,KANSAS,Rural
20191,23114,Sumner County,KANSAS,Urban
20195,2840,Trego County,KANSAS,Rural
20197,6889,Wabaunsee County,KANSAS,Urban
20205,8688,Wilson County,KANSAS,Rural
20123,6145,Mitchell County,KANSAS,Rural
20141,3530,Osborne County,KANSAS,Rural
20005,16268,Atchison County,KANSAS,Rural
20055,36750,Finney County,KANSAS,Rural
20075,2591,Hamilton County,KANSAS,Rural
20103,80745,Leavenworth County,KANSAS,Urban
20201,5493,Washington County,KANSAS,Rural
20203,2130,Wichita County,KANSAS,Rural
20129,2754,Morton County,KANSAS,Rural
20137,5446,Norton County,KANSAS,Rural
20009,26453,Barton County,KANSAS,Rural
20029,8938,Cloud County,KANSAS,Rural
20047,2869,Edwards County,KANSAS,Rural
20101,1564,Lane County,KANSAS,Rural
20165,3022,Rush County,KANSAS,Rural
20115,11964,Marion County,KANSAS,Rural
20133,16108,Neosho County,KANSAS,Rural
20143,5822,Ottawa County,KANSAS,Rural
20161,75056,Riley County,KANSAS,Urban
20007,4624,Barber County,KANSAS,Rural
20041,18828,Dickinson County,KANSAS,Rural
20087,18890,Jefferson County,KANSAS,Urban
21089,35555,Greenup County,KENTUCKY,Urban
21069,14513,Fleming County,KENTUCKY,Rural
21043,27159,Carter County,KENTUCKY,Rural
21081,24951,Grant County,KENTUCKY,Urban
21111,767419,Jefferson County,KENTUCKY,Urban
21141,26902,Logan County,KENTUCKY,Rural
21161,17112,Mason County,KENTUCKY,Rural
21191,14572,Pendleton County,KENTUCKY,Urban
21201,2123,Robertson County,KENTUCKY,Rural
21215,18680,Spencer County,KENTUCKY,Urban
21011,12355,Bath County,KENTUCKY,Rural
21007,8032,Ballard County,KENTUCKY,Rural
21021,29972,Boyle County,KENTUCKY,Rural
21087,10979,Green County,KENTUCKY,Rural
21095,26699,Harlan County,KENTUCKY,Rural
21159,11648,Martin County,KENTUCKY,Rural
21137,24476,Lincoln County,KENTUCKY,Rural
21171,10627,Monroe County,KENTUCKY,Rural
21183,24071,Ohio County,KENTUCKY,Rural
21225,14638,Union County,KENTUCKY,Rural
21233,13068,Webster County,KENTUCKY,Urban
48249,40972,Jim Wells County,TEXAS,Rural
48111,7304,Dallam County,TEXAS,Rural
26119,9265,Montmorency County,MICHIGAN,Rural
26141,12714,Presque Isle County,MICHIGAN,Rural
26051,25279,Gladwin County,MICHIGAN,Rural
26077,262745,Kalamazoo County,MICHIGAN,Urban
26107,43251,Mecosta County,MICHIGAN,Rural
26103,66686,Marquette County,MICHIGAN,Rural
26123,48366,Newaygo County,MICHIGAN,Urban
26133,23290,Osceola County,MICHIGAN,Rural
26137,24490,Otsego County,MICHIGAN,Rural
26025,134212,Calhoun County,MICHIGAN,Urban
26031,25418,Cheboygan County,MICHIGAN,Rural
26095,6338,Luce County,MICHIGAN,Rural
26081,648121,Kent County,MICHIGAN,Urban
26145,191821,Saginaw County,MICHIGAN,Urban
26155,68340,Shiawassee County,MICHIGAN,Rural
26017,104104,Bay County,MICHIGAN,Urban
26029,26188,Charlevoix County,MICHIGAN,Rural
26041,36026,Delta County,MICHIGAN,Rural
26047,33104,Emmet County,MICHIGAN,Rural
27071,12515,Koochiching County,MINNESOTA,Rural
27097,33064,Morrison County,MINNESOTA,Rural
27113,14183,Pennington County,MINNESOTA,Rural
27147,36683,Steele County,MINNESOTA,Rural
27167,6291,Wilkin County,MINNESOTA,Rural
27001,15834,Aitkin County,MINNESOTA,Rural
27043,13801,Faribault County,MINNESOTA,Rural
27101,8296,Murray County,MINNESOTA,Rural
27067,42841,Kandiyohi County,MINNESOTA,Rural
27075,10560,Lake County,MINNESOTA,Rural
27133,9402,Rock County,MINNESOTA,Rural
27135,15361,Roseau County,MINNESOTA,Rural
27155,3311,Traverse County,MINNESOTA,Rural
27005,34011,Becker County,MINNESOTA,Rural
27053,1245837,Hennepin County,MINNESOTA,Urban
27015,25163,Brown County,MINNESOTA,Rural
27023,11953,Chippewa County,MINNESOTA,Rural
27029,8821,Clearwater County,MINNESOTA,Rural
27049,46246,Goodhue County,MINNESOTA,Rural
27059,39430,Isanti County,MINNESOTA,Urban
27063,9954,Jackson County,MINNESOTA,Rural
27099,39807,Mower County,MINNESOTA,Rural
27115,29223,Pine County,MINNESOTA,Rural
27109,154809,Olmsted County,MINNESOTA,Urban
27159,13654,Wadena County,MINNESOTA,Rural
27009,40129,Benton County,MINNESOTA,Urban
27047,30463,Freeborn County,MINNESOTA,Rural
27061,45141,Itasca County,MINNESOTA,Rural
27121,11048,Pope County,MINNESOTA,Rural
27149,9789,Stevens County,MINNESOTA,Rural
27151,9359,Swift County,MINNESOTA,Rural
27033,11299,Cottonwood County,MINNESOTA,Rural
27139,145275,Scott County,MINNESOTA,Urban
27157,21537,Wabasha County,MINNESOTA,Urban
27117,9191,Pipestone County,MINNESOTA,Rural
27107,6520,Norman County,MINNESOTA,Rural
27103,33954,Nicollet County,MINNESOTA,Urban
48157,765394,Fort Bend County,TEXAS,Urban
48235,1620,Irion County,TEXAS,Urban
48489,21588,Willacy County,TEXAS,Rural
48115,12813,Dawson County,TEXAS,Rural
48051,18058,Burleson County,TEXAS,Urban
48355,361540,Nueces County,TEXAS,Urban
48379,11766,Rains County,TEXAS,Rural
48385,3408,Real County,TEXAS,Rural
48431,1231,Sterling County,TEXAS,Rural
48065,6009,Carson County,TEXAS,Urban
48161,19714,Freestone County,TEXAS,Rural
48197,3945,Hardeman County,TEXAS,Rural
48045,1457,Briscoe County,TEXAS,Rural
48291,83702,Liberty County,TEXAS,Urban
48301,98,Loving County,TEXAS,Rural
48395,16990,Robertson County,TEXAS,Urban
48401,53755,Rusk County,TEXAS,Urban
48455,14620,Trinity County,TEXAS,Rural
48019,22215,Bandera County,TEXAS,Urban
48075,7253,Childress County,TEXAS,Rural
48091,141642,Comal County,TEXAS,Urban
48225,22954,Houston County,TEXAS,Rural
48349,48995,Navarro County,TEXAS,Rural
48415,17096,Scurry County,TEXAS,Rural
48433,1476,Stonewall County,TEXAS,Rural
48021,84522,Bastrop County,TEXAS,Urban
48025,32611,Bee County,TEXAS,Rural
48103,4802,Crane County,TEXAS,Rural
50021,58892,Rutland County,VERMONT,Rural
50017,28908,Orange County,VERMONT,Rural
50027,55275,Windsor County,VERMONT,Rural
49049,605490,Utah County,UTAH,Urban
49013,20148,Duchesne County,UTAH,Rural
49047,36084,Uintah County,UTAH,Rural
49011,345767,Davis County,UTAH,Urban
49015,10117,Emery County,UTAH,Rural
49017,4998,Garfield County,UTAH,Rural
51093,36627,Isle of Wight County,VIRGINIA,Urban
51620,8147,Franklin city,VIRGINIA,Rural
51678,7241,Lexington city,VIRGINIA,Rural
51089,51308,Henry County,VIRGINIA,Rural
51101,16688,King William County,VIRGINIA,Urban
51109,36040,Louisa County,VIRGINIA,Urban
51147,22905,Prince Edward County,VIRGINIA,Rural
51165,80284,Rockingham County,VIRGINIA,Urban
21035,38837,Calloway County,KENTUCKY,Rural
21045,15885,Casey County,KENTUCKY,Rural
21047,71414,Christian County,KENTUCKY,Urban
21059,100474,Daviess County,KENTUCKY,Urban
21085,26247,Grayson County,KENTUCKY,Rural
21101,45829,Henderson County,KENTUCKY,Urban
21103,15911,Henry County,KENTUCKY,Urban
21107,45331,Hopkins County,KENTUCKY,Rural
21109,13369,Jackson County,KENTUCKY,Rural
21125,60357,Laurel County,KENTUCKY,Rural
21157,31192,Marshall County,KENTUCKY,Rural
21163,28182,Meade County,KENTUCKY,Urban
21173,27884,Montgomery County,KENTUCKY,Rural
21181,7153,Nicholas County,KENTUCKY,Rural
21185,65967,Oldham County,KENTUCKY,Urban
27041,37513,Douglas County,MINNESOTA,Rural
27051,5935,Grant County,MINNESOTA,Rural
27069,4311,Kittson County,MINNESOTA,Rural
27079,28242,Le Sueur County,MINNESOTA,Rural
21187,10796,Owen County,KENTUCKY,Rural
21203,16820,Rockcastle County,KENTUCKY,Rural
21209,54667,Scott County,KENTUCKY,Urban
21227,128652,Warren County,KENTUCKY,Urban
21003,20944,Allen County,KENTUCKY,Rural
21017,20058,Bourbon County,KENTUCKY,Urban
21029,80171,Bullitt County,KENTUCKY,Urban
21055,9000,Crittenden County,KENTUCKY,Rural
21075,6130,Fulton County,KENTUCKY,Rural
21119,15260,Knott County,KENTUCKY,Rural
21165,6443,Menifee County,KENTUCKY,Rural
21177,30951,Muhlenberg County,KENTUCKY,Rural
21193,26624,Perry County,KENTUCKY,Rural
21237,7207,Wolfe County,KENTUCKY,Rural
21051,20368,Clay County,KENTUCKY,Rural
21013,26791,Bell County,KENTUCKY,Rural
21057,6697,Cumberland County,KENTUCKY,Rural
21083,37248,Graves County,KENTUCKY,Rural
21129,6881,Lee County,KENTUCKY,Rural
21031,12764,Butler County,KENTUCKY,Rural
21061,12138,Edmonson County,KENTUCKY,Urban
21097,18722,Harrison County,KENTUCKY,Rural
21023,8305,Bracken County,KENTUCKY,Urban
21179,45650,Nelson County,KENTUCKY,Urban
21231,20546,Wayne County,KENTUCKY,Rural
21155,19244,Marion County,KENTUCKY,Rural
21221,14449,Trigg County,KENTUCKY,Urban
21015,130820,Boone County,KENTUCKY,Urban
21113,53032,Jessamine County,KENTUCKY,Urban
21121,31365,Knox County,KENTUCKY,Rural
21133,22295,Letcher County,KENTUCKY,Rural
21139,9235,Livingston County,KENTUCKY,Rural
21195,59497,Pike County,KENTUCKY,Rural
21211,47325,Shelby County,KENTUCKY,Urban
21005,22409,Anderson County,KENTUCKY,Rural
21027,20176,Breckinridge County,KENTUCKY,Rural
21073,50529,Franklin County,KENTUCKY,Rural
21147,17465,McCreary County,KENTUCKY,Rural
21151,90802,Madison County,KENTUCKY,Rural
21169,10036,Metcalfe County,KENTUCKY,Rural
21189,4442,Owsley County,KENTUCKY,Rural
21213,18183,Simpson County,KENTUCKY,Rural
21049,35971,Clark County,KENTUCKY,Urban
21219,12316,Todd County,KENTUCKY,Rural
21041,10671,Carroll County,KENTUCKY,Rural
21053,10193,Clinton County,KENTUCKY,Rural
21077,8737,Gallatin County,KENTUCKY,Urban
22083,20350,Richland Parish,LOUISIANA,Rural
27087,5501,Mahnomen County,MINNESOTA,Rural
27025,55315,Chisago County,MINNESOTA,Urban
27127,15261,Redwood County,MINNESOTA,Rural
27173,9814,Yellow Medicine County,MINNESOTA,Rural
27153,24494,Todd County,MINNESOTA,Rural
27007,46403,Beltrami County,MINNESOTA,Rural
27013,66795,Blue Earth County,MINNESOTA,Urban
27055,18648,Houston County,MINNESOTA,Urban
27073,6719,Lac qui Parle County,MINNESOTA,Rural
27077,3771,Lake of the Woods County,MINNESOTA,Rural
27111,58195,Otter Tail County,MINNESOTA,Rural
27161,18740,Waseca County,MINNESOTA,Rural
27137,199759,St. Louis County,MINNESOTA,Urban
27003,350253,Anoka County,MINNESOTA,Urban
27145,158452,Stearns County,MINNESOTA,Urban
27037,421453,Dakota County,MINNESOTA,Urban
27083,25758,Lyon County,MINNESOTA,Rural
27089,9372,Marshall County,MINNESOTA,Rural
27129,14652,Renville County,MINNESOTA,Rural
27163,255938,Washington County,MINNESOTA,Urban
27031,5376,Cook County,MINNESOTA,Rural
29103,3947,Knox County,MISSOURI,Rural
29139,11487,Montgomery County,MISSOURI,Rural
29207,29377,Stoddard County,MISSOURI,Rural
29007,25644,Audrain County,MISSOURI,Rural
29077,289756,Greene County,MISSOURI,Urban
29185,9370,St. Clair County,MISSOURI,Rural
29197,4555,Schuyler County,MISSOURI,Rural
29029,45466,Camden County,MISSOURI,Rural
29099,223951,Jefferson County,MISSOURI,Urban
29143,17560,New Madrid County,MISSOURI,Rural
29173,10234,Ralls County,MISSOURI,Rural
30017,11729,Custer County,MONTANA,Rural
30075,1607,Powder River County,MONTANA,Rural
30085,11175,Roosevelt County,MONTANA,Rural
30051,2351,Liberty County,MONTANA,Rural
30083,11199,Richland County,MONTANA,Rural
30101,4892,Toole County,MONTANA,Rural
30019,1730,Daniels County,MONTANA,Rural
30045,1954,Judith Basin County,MONTANA,Rural
30023,9106,Deer Lodge County,MONTANA,Rural
30055,1790,McCone County,MONTANA,Rural
30087,9152,Rosebud County,MONTANA,Rural
30021,9017,Dawson County,MONTANA,Rural
30007,5945,Broadwater County,MONTANA,Rural
30071,4077,Phillips County,MONTANA,Rural
31009,477,Blaine County,NEBRASKA,Rural
31049,1831,Deuel County,NEBRASKA,Rural
31113,927,Logan County,NEBRASKA,Rural
31169,5057,Thayer County,NEBRASKA,Rural
31001,31587,Adams County,NEBRASKA,Rural
31011,5279,Boone County,NEBRASKA,Rural
22099,53732,St. Martin Parish,LOUISIANA,Urban
22115,49646,Vernon Parish,LOUISIANA,Rural
22127,14313,Winn Parish,LOUISIANA,Rural
22033,443763,East Baton Rouge Parish,LOUISIANA,Urban
22085,23991,Sabine Parish,LOUISIANA,Rural
22003,25618,Allen Parish,LOUISIANA,Rural
22065,11306,Madison Parish,LOUISIANA,Rural
22053,31441,Jefferson Davis Parish,LOUISIANA,Rural
22093,21308,St. James Parish,LOUISIANA,Rural
22043,22340,Grant Parish,LOUISIANA,Urban
22125,15428,West Feliciana Parish,LOUISIANA,Urban
22051,434850,Jefferson Parish,LOUISIANA,Urban
1099,21270,Monroe County,ALABAMA,Rural
1079,33058,Lawrence County,ALABAMA,Urban
1081,161152,Lee County,ALABAMA,Urban
1093,29866,Marion County,ALABAMA,Rural
1107,20243,Pickens County,ALABAMA,Rural
1119,12797,Sumter County,ALABAMA,Rural
1073,659680,Jefferson County,ALABAMA,Urban
1023,12925,Choctaw County,ALABAMA,Rural
1059,31466,Franklin County,ALABAMA,Rural
1091,19321,Marengo County,ALABAMA,Rural
1113,57952,Russell County,ALABAMA,Urban
1019,25903,Cherokee County,ALABAMA,Rural
1039,37200,Covington County,ALABAMA,Rural
1041,13844,Crenshaw County,ALABAMA,Rural
1047,39149,Dallas County,ALABAMA,Rural
1077,92556,Lauderdale County,ALABAMA,Urban
1085,10079,Lowndes County,ALABAMA,Urban
1087,18708,Macon County,ALABAMA,Rural
1083,94727,Limestone County,ALABAMA,Urban
1117,213432,Shelby County,ALABAMA,Urban
1133,23784,Winston County,ALABAMA,Rural
1003,212830,Baldwin County,ALABAMA,Rural
1051,81144,Elmore County,ALABAMA,Urban
1071,51852,Jackson County,ALABAMA,Rural
1121,80387,Talladega County,ALABAMA,Rural
1129,16541,Washington County,ALABAMA,Rural
1027,13337,Clay County,ALABAMA,Rural
1103,119213,Morgan County,ALABAMA,Urban
1109,33333,Pike County,ALABAMA,Rural
1033,54771,Colbert County,ALABAMA,Urban
1045,49277,Dale County,ALABAMA,Rural
1065,14809,Hale County,ALABAMA,Urban
1049,71310,DeKalb County,ALABAMA,Rural
1053,37057,Escambia County,ALABAMA,Rural
1111,22647,Randolph County,ALABAMA,Rural
1097,414114,Mobile County,ALABAMA,Urban
1105,9293,Perry County,ALABAMA,Rural
1029,14916,Cleburne County,ALABAMA,Rural
1035,12394,Conecuh County,ALABAMA,Rural
1005,25361,Barbour County,ALABAMA,Rural
1007,22493,Bibb County,ALABAMA,Urban
1015,114618,Calhoun County,ALABAMA,Urban
1025,24128,Clarke County,ALABAMA,Rural
1057,16494,Fayette County,ALABAMA,Rural
31149,1414,Rock County,NEBRASKA,Rural
31163,3033,Sherman County,NEBRASKA,Rural
22011,37043,Beauregard Parish,LOUISIANA,Rural
22013,13564,Bienville Parish,LOUISIANA,Rural
22015,126499,Bossier Parish,LOUISIANA,Urban
22023,6930,Cameron Parish,LOUISIANA,Urban
22037,19371,East Feliciana Parish,LOUISIANA,Urban
22095,43242,St. John the Baptist Parish,LOUISIANA,Urban
22075,23338,Plaquemines Parish,LOUISIANA,Urban
22073,155494,Ouachita Parish,LOUISIANA,Urban
22117,46435,Washington Parish,LOUISIANA,Rural
22097,83172,St. Landry Parish,LOUISIANA,Rural
22001,62457,Acadia Parish,LOUISIANA,Rural
22101,50968,St. Mary Parish,LOUISIANA,Rural
22103,255155,St. Tammany Parish,LOUISIANA,Urban
22111,22353,Union Parish,LOUISIANA,Urban
22017,245831,Caddo Parish,LOUISIANA,Urban
22005,123114,Ascension Parish,LOUISIANA,Urban
22055,241973,Lafayette Parish,LOUISIANA,Urban
22045,71887,Iberia Parish,LOUISIANA,Rural
22061,47246,Lincoln Parish,LOUISIANA,Rural
22091,10297,St. Helena Parish,LOUISIANA,Urban
22119,39242,Webster Parish,LOUISIANA,Rural
22031,27289,De Soto Parish,LOUISIANA,Urban
22047,32822,Iberville Parish,LOUISIANA,Urban
22063,138928,Livingston Parish,LOUISIANA,Urban
22067,25610,Morehouse Parish,LOUISIANA,Rural
22071,390845,Orleans Parish,LOUISIANA,Urban
22109,112054,Terrebonne Parish,LOUISIANA,Urban
22019,201619,Calcasieu Parish,LOUISIANA,Urban
22027,15985,Claiborne Parish,LOUISIANA,Rural
22009,40669,Avoyelles Parish,LOUISIANA,Rural
22049,15879,Jackson Parish,LOUISIANA,Rural
22077,22016,Pointe Coupee Parish,LOUISIANA,Urban
22089,52773,St. Charles Parish,LOUISIANA,Urban
22057,98108,Lafourche Parish,LOUISIANA,Urban
22107,4561,Tensas Parish,LOUISIANA,Rural
22059,14936,La Salle Parish,LOUISIANA,Rural
23015,34201,Lincoln County,MAINE,Rural
23027,39539,Waldo County,MAINE,Rural
23021,16836,Piscataquis County,MAINE,Rural
23003,67809,Aroostook County,MAINE,Rural
23029,31491,Washington County,MAINE,Rural
23013,39759,Knox County,MAINE,Rural
23023,35452,Sagadahoc County,MAINE,Urban
23011,121753,Kennebec County,MAINE,Rural
23007,29982,Franklin County,MAINE,Rural
23009,54601,Hancock County,MAINE,Rural
24510,609032,Baltimore city,MARYLAND,Urban
24039,25729,Somerset County,MARYLAND,Urban
24025,252222,Harford County,MARYLAND,Urban
24001,71445,Allegany County,MARYLAND,Urban
31093,6417,Howard County,NEBRASKA,Rural
31073,2013,Gosper County,NEBRASKA,Rural
31153,181232,Sarpy County,NEBRASKA,Urban
31015,1937,Boyd County,NEBRASKA,Rural
